iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,rolling_immunity
AND,Europe,Andorra,2020-03-02,1,1,,,,,12.928,12.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0
AND,Europe,Andorra,2020-03-03,1,0,,,,,12.928,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-04,1,0,,,,,12.928,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-05,1,0,,,,,12.928,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-06,1,0,,,,,12.928,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-07,1,0,0.143,,,,12.928,0.0,1.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-08,1,0,0.143,,,,12.928,0.0,1.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-09,1,0,0.0,,,,12.928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-10,1,0,0.0,,,,12.928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-11,1,0,0.0,,,,12.928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-12,1,0,0.0,,,,12.928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-13,1,0,0.0,,,,12.928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-14,1,0,0.0,,,,12.928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-15,1,0,0.0,,,,12.928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-16,2,1,0.143,,,,25.855,12.928,1.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-17,39,37,5.429,,,,504.176,478.32,70.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-18,39,0,5.429,,,,504.176,0.0,70.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-19,53,14,7.429,,,,685.162,180.986,96.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-20,75,22,10.571,,,,969.568,284.407,136.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-21,88,13,12.429,,,,1137.627,168.059,160.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-22,113,25,16.0,1,1,0.143,1460.817,323.189,206.841,12.928,12.928,1.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-23,133,20,18.714,1,0,0.143,1719.368,258.552,241.93,12.928,0.0,1.847,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-24,164,31,17.857,1,0,0.143,2120.123,400.755,230.85,12.928,0.0,1.847,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-25,188,24,21.286,1,0,0.143,2430.385,310.262,275.173,12.928,0.0,1.847,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-26,224,36,24.429,3,2,0.429,2895.778,465.393,315.802,38.783,25.855,5.54,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-27,267,43,27.429,3,0,0.429,3451.664,555.886,354.585,38.783,0.0,5.54,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-28,308,41,31.429,3,0,0.429,3981.695,530.031,406.295,38.783,0.0,5.54,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-29,334,26,31.571,6,3,0.714,4317.812,336.117,408.142,77.565,38.783,9.234,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.0
AND,Europe,Andorra,2020-03-30,370,36,33.857,8,2,1.0,4783.204,465.393,437.691,103.421,25.855,12.928,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.01
AND,Europe,Andorra,2020-03-31,376,6,30.286,12,4,1.571,4860.77,77.565,391.521,155.131,51.71,20.315,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,16.0,16.84,23.46,206.841275176461,0.01
AND,Europe,Andorra,2020-04-01,390,14,28.857,14,2,1.857,5041.756,180.986,373.053,180.986,25.855,24.008,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.02
AND,Europe,Andorra,2020-04-02,428,38,29.143,15,1,1.714,5533.004,491.248,376.747,193.914,12.928,22.162,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.02
AND,Europe,Andorra,2020-04-03,439,11,24.571,16,1,1.857,5675.207,142.203,317.649,206.841,12.928,24.008,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.02
AND,Europe,Andorra,2020-04-04,466,27,22.571,17,1,2.0,6024.252,349.045,291.794,219.769,12.928,25.855,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.02
AND,Europe,Andorra,2020-04-05,501,35,23.857,18,1,1.714,6476.717,452.465,308.415,232.696,12.928,22.162,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.02
AND,Europe,Andorra,2020-04-06,525,24,22.143,21,3,1.857,6786.979,310.262,286.254,271.479,38.783,24.008,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.02
AND,Europe,Andorra,2020-04-07,545,20,24.143,22,1,1.429,7045.531,258.552,312.109,284.407,12.928,18.468,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.03
AND,Europe,Andorra,2020-04-08,564,19,24.857,23,1,1.286,7291.155,245.624,321.343,297.334,12.928,16.621,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.03
AND,Europe,Andorra,2020-04-09,583,19,22.143,25,2,1.429,7536.779,245.624,286.254,323.189,25.855,18.468,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.03
AND,Europe,Andorra,2020-04-10,601,18,23.143,26,1,1.429,7769.475,232.696,299.181,336.117,12.928,18.468,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.03
AND,Europe,Andorra,2020-04-11,601,0,19.286,26,0,1.286,7769.475,0.0,249.318,336.117,0.0,16.621,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.03
AND,Europe,Andorra,2020-04-12,638,37,19.571,29,3,1.571,8247.796,478.32,253.011,374.9,38.783,20.315,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.03
AND,Europe,Andorra,2020-04-13,646,8,17.286,29,0,1.143,8351.216,103.421,223.462,374.9,0.0,14.774,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-14,659,13,16.286,31,2,1.286,8519.275,168.059,210.535,400.755,25.855,16.621,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-15,673,14,15.571,33,2,1.429,8700.261,180.986,201.301,426.61,25.855,18.468,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-16,673,0,12.857,33,0,1.143,8700.261,0.0,166.212,426.61,0.0,14.774,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-17,696,23,13.571,35,2,1.286,8997.595,297.334,175.446,452.465,25.855,16.621,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-18,704,8,14.714,35,0,1.286,9101.016,103.421,190.22,452.465,0.0,16.621,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-19,713,9,10.714,36,1,1.0,9217.364,116.348,138.51,465.393,12.928,12.928,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-20,717,4,10.143,37,1,1.143,9269.075,51.71,131.123,478.32,12.928,14.774,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-21,717,0,8.286,37,0,0.857,9269.075,0.0,107.114,478.32,0.0,11.081,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-22,723,6,7.143,37,0,0.571,9346.64,77.565,92.34,478.32,0.0,7.387,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-23,723,0,7.143,37,0,0.571,9346.64,0.0,92.34,478.32,0.0,7.387,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-24,731,8,5.0,40,3,0.714,9450.061,103.421,64.638,517.103,38.783,9.234,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.04
AND,Europe,Andorra,2020-04-25,738,7,4.857,40,0,0.714,9540.554,90.493,62.791,517.103,0.0,9.234,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-04-26,738,0,3.571,40,0,0.571,9540.554,0.0,46.17,517.103,0.0,7.387,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-04-27,743,5,3.714,40,0,0.429,9605.192,64.638,48.017,517.103,0.0,5.54,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-04-28,743,0,3.714,41,1,0.571,9605.192,0.0,48.017,530.031,12.928,7.387,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-04-29,743,0,2.857,42,1,0.714,9605.192,0.0,36.936,542.958,12.928,9.234,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-04-30,745,2,3.143,42,0,0.714,9631.047,25.855,40.63,542.958,0.0,9.234,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,51.6,43.22,145.9,667.063112444088,0.05
AND,Europe,Andorra,2020-05-01,745,0,2.0,43,1,0.429,9631.047,0.0,25.855,555.886,12.928,5.54,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-02,747,2,1.286,44,1,0.571,9656.902,25.855,16.621,568.814,12.928,7.387,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-03,748,1,1.429,45,1,0.714,9669.83,12.928,18.468,581.741,12.928,9.234,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-04,750,2,1.0,45,0,0.714,9695.685,25.855,12.928,581.741,0.0,9.234,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-05,751,1,1.143,46,1,0.714,9708.612,12.928,14.774,594.669,12.928,9.234,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-06,751,0,1.143,46,0,0.571,9708.612,0.0,14.774,594.669,0.0,7.387,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-07,752,1,1.0,47,1,0.714,9721.54,12.928,12.928,607.596,12.928,9.234,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-08,752,0,1.0,47,0,0.571,9721.54,0.0,12.928,607.596,0.0,7.387,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-09,754,2,1.0,48,1,0.571,9747.395,25.855,12.928,620.524,12.928,7.387,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-10,755,1,1.0,48,0,0.429,9760.323,12.928,12.928,620.524,0.0,5.54,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-11,755,0,0.714,48,0,0.429,9760.323,0.0,9.234,620.524,0.0,5.54,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-12,758,3,1.0,48,0,0.286,9799.105,38.783,12.928,620.524,0.0,3.694,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-13,760,2,1.286,49,1,0.429,9824.961,25.855,16.621,633.451,12.928,5.54,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-14,761,1,1.286,49,0,0.286,9837.888,12.928,16.621,633.451,0.0,3.694,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-15,761,0,1.286,49,0,0.286,9837.888,0.0,16.621,633.451,0.0,3.694,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-16,761,0,1.0,51,2,0.429,9837.888,0.0,12.928,659.307,25.855,5.54,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-17,761,0,0.857,51,0,0.429,9837.888,0.0,11.081,659.307,0.0,5.54,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-18,761,0,0.857,51,0,0.429,9837.888,0.0,11.081,659.307,0.0,5.54,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-19,761,0,0.429,51,0,0.429,9837.888,0.0,5.54,659.307,0.0,5.54,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-20,762,1,0.286,51,0,0.286,9850.816,12.928,3.694,659.307,0.0,3.694,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-21,762,0,0.143,51,0,0.286,9850.816,0.0,1.847,659.307,0.0,3.694,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-22,762,0,0.143,51,0,0.286,9850.816,0.0,1.847,659.307,0.0,3.694,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-23,762,0,0.143,51,0,0.0,9850.816,0.0,1.847,659.307,0.0,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-24,762,0,0.143,51,0,0.0,9850.816,0.0,1.847,659.307,0.0,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-25,763,1,0.286,51,0,0.0,9863.743,12.928,3.694,659.307,0.0,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-26,763,0,0.286,51,0,0.0,9863.743,0.0,3.694,659.307,0.0,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-27,763,0,0.143,51,0,0.0,9863.743,0.0,1.847,659.307,0.0,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-28,763,0,0.143,51,0,0.0,9863.743,0.0,1.847,659.307,0.0,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-29,764,1,0.286,51,0,0.0,9876.671,12.928,3.694,659.307,0.0,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-30,764,0,0.286,51,0,0.0,9876.671,0.0,3.694,659.307,0.0,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,,,,,0.05
AND,Europe,Andorra,2020-05-31,764,0,0.286,51,0,0.0,9876.671,0.0,3.694,659.307,0.0,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,77354,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,66.0,46.81,66.67,853.220260102903,0.05
